Term,LoanStatus,BorrowerAPR,ProsperScore,ListingCategory,EmploymentStatus,IsBorrowerHomeowner,IncomeRange,StatedMonthlyIncome,LoanOriginalAmount,MonthlyLoanPayment,Investors
36,Completed,0.15833,8,Debt Consolidation,Employed,True,"$75,000-99,999",7500.0,20000,673.78,260
36,Completed,0.38723,5,Debt Consolidation,Employed,True,"$25,000-49,999",2416.666667,2000,90.47,44
60,Irrecoverable,0.30008,2,Debt Consolidation,Employed,True,"$100,000+",9608.333333,7000,215.3,3
36,Completed,0.11296,9,Debt Consolidation,Full-time,True,"$100,000+",10166.666667,4500,143.52,113
36,Irrecoverable,0.30532,6,Other,Employed,False,"$1-24,999",5.833333,8000,326.56,37
36,Completed,0.38058,6,Debt Consolidation,Employed,False,"$25,000-49,999",2291.666667,7500,336.52,88
36,Completed,0.30532,6,Auto & Other Vehicles,Self-employed,False,"$50,000-74,999",5208.333333,7000,285.74,1
36,Completed,0.13504,8,Debt Consolidation,Full-time,False,"$50,000-74,999",4583.333333,15000,493.78,404
36,Completed,0.13697,7,Debt Consolidation,Employed,True,"$25,000-49,999",3166.666667,15000,490.3,285
36,Completed,0.32005,3,Business,Full-time,False,"$1-24,999",1666.666667,1000,40.29,31
36,Completed,0.06888,10,Other,Employed,True,"$75,000-99,999",6833.333333,7000,214.7,128
60,Completed,0.1933,8,Debt Consolidation,Employed,True,"$50,000-74,999",4333.333333,15000,380.09,279
36,Completed,0.13119,6,Debt Consolidation,Full-time,True,"$75,000-99,999",7000.0,11500,376.5,445
36,Irrecoverable,0.26854,8,Other,Full-time,True,"$50,000-74,999",5583.333333,1000,38.71,21
36,Irrecoverable,0.27467,5,Debt Consolidation,Employed,True,"$75,000-99,999",7083.333333,4000,156.91,81
36,Completed,0.35643,3,Auto & Other Vehicles,Employed,False,"$75,000-99,999",7500.0,4000,174.2,1
12,Completed,0.35843,4,Other,Employed,False,"$25,000-49,999",3500.0,2000,191.73,45
60,Irrecoverable,0.35838,1,Debt Consolidation,Employed,True,"$100,000+",15000.0,4000,136.98,5
36,Completed,0.16005,8,Business,Full-time,True,"$50,000-74,999",4166.666667,3500,119.37,122
36,Irrecoverable,0.21434,8,Business,Employed,False,"$50,000-74,999",4583.333333,6500,234.14,25
36,Completed,0.28851,6,Debt Consolidation,Employed,True,"$75,000-99,999",7083.333333,5500,218.65,17
36,Completed,0.29537,2,Other,Employed,False,"$50,000-74,999",4851.666667,2500,100.27,1
36,Irrecoverable,0.17069,9,Home Improvement,Employed,True,"$75,000-99,999",6250.0,9000,311.55,189
36,Irrecoverable,0.34887,3,Debt Consolidation,Employed,False,"$25,000-49,999",3083.333333,2500,107.85,48
36,Completed,0.35244,1,Debt Consolidation,Employed,True,"$75,000-99,999",7250.0,4000,173.33,41
36,Completed,0.2832,6,Business,Full-time,True,"$25,000-49,999",2100.0,2000,80.58,91
36,Completed,0.33051,6,Debt Consolidation,Employed,True,"$75,000-99,999",8000.0,4000,167.82,72
36,Completed,0.09736,9,Debt Consolidation,Employed,False,"$100,000+",8750.0,20000,630.33,146
36,Completed,0.34621,1,Debt Consolidation,Employed,True,"$100,000+",11483.333333,7500,322.47,28
36,Completed,0.11296,9,Debt Consolidation,Full-time,True,"$100,000+",9833.333333,5000,159.46,169
60,Completed,0.20705,6,Debt Consolidation,Employed,True,"$75,000-99,999",7500.0,11500,293.9,175
36,Completed,0.35797,4,Household Expenses,Employed,False,"$1-24,999",416.666667,2000,86.85,11
36,Completed,0.29537,2,Debt Consolidation,Employed,False,"$50,000-74,999",4500.0,2400,96.26,24
12,Completed,0.3104,5,Other,Employed,False,"$25,000-49,999",3780.416667,2000,187.18,34
60,Completed,0.16487,8,Debt Consolidation,Employed,False,"$25,000-49,999",2333.333333,9500,224.26,45
36,Completed,0.30532,6,Debt Consolidation,Employed,False,"$50,000-74,999",4333.333333,3000,122.46,21
36,Completed,0.37453,5,Home Improvement,Full-time,True,"$100,000+",25656.083333,10000,452.36,66
60,Completed,0.26528,7,Debt Consolidation,Employed,True,"$25,000-49,999",2916.666667,6500,186.92,92
60,Completed,0.17061,7,Home Improvement,Employed,False,"$50,000-74,999",6166.666667,15000,354.81,1
36,Completed,0.29086,10,Other,Full-time,True,"$25,000-49,999",4083.333333,1250,50.34,44
36,Completed,0.10031,9,Other,Full-time,True,"$50,000-74,999",4814.833333,1900,59.5,78
60,Completed,0.17522,6,Debt Consolidation,Employed,True,"$50,000-74,999",4166.666667,12500,298.62,4
36,Irrecoverable,0.16056,8,Business,Employed,False,"$50,000-74,999",5416.666667,10500,358.36,172
36,Completed,0.34577,4,Debt Consolidation,Employed,True,"$50,000-74,999",5000.0,7500,320.77,7
36,Irrecoverable,0.12528,8,Debt Consolidation,Full-time,False,"$25,000-49,999",3916.666667,5000,160.73,50
36,Irrecoverable,0.35423,6,Debt Consolidation,Full-time,False,"$50,000-74,999",4250.0,2750,121.31,75
36,Completed,0.30532,7,Other,Full-time,True,"$100,000+",18750.0,5000,204.1,50
36,Irrecoverable,0.35797,4,Debt Consolidation,Employed,False,"$50,000-74,999",6000.0,4000,173.71,35
36,Completed,0.202,8,Other,Employed,False,"$50,000-74,999",5416.666667,10830,391.47,225
36,Irrecoverable,0.34998,2,Debt Consolidation,Employed,True,"$50,000-74,999",4916.666667,2000,85.99,17
60,Completed,0.31375,5,Home Improvement,Employed,True,"$100,000+",10000.0,7800,246.16,13
36,Irrecoverable,0.35797,4,Other,Other,False,"$1-24,999",1666.666667,4000,173.71,41
60,Completed,0.17061,6,Debt Consolidation,Employed,True,"$50,000-74,999",5000.0,12000,283.84,30
36,Completed,0.15833,7,Home Improvement,Employed,True,"$50,000-74,999",4833.333333,2000,67.38,1
36,Completed,0.13068,9,Debt Consolidation,Employed,False,"$75,000-99,999",7083.333333,15000,490.73,394
36,Completed,0.30532,7,Debt Consolidation,Employed,False,"$75,000-99,999",7500.0,7000,285.74,82
36,Completed,0.12511,9,Other,Full-time,False,"$50,000-74,999",5000.0,3562,115.61,139
36,Completed,0.35643,4,Business,Employed,False,"$25,000-49,999",3750.0,3386,147.48,64
36,Completed,0.12954,10,Debt Consolidation,Retired,False,"$1-24,999",2000.0,1500,48.82,81
36,Irrecoverable,0.38723,5,Debt Consolidation,Employed,False,"$25,000-49,999",3184.666667,2500,113.09,22
60,Completed,0.23318,8,Home Improvement,Employed,True,"$100,000+",8750.0,10000,269.69,29
36,Completed,0.13413,8,Debt Consolidation,Employed,False,"$50,000-74,999",5416.666667,2000,65.75,45
36,Irrecoverable,0.34887,2,Home Improvement,Full-time,False,"$50,000-74,999",5000.0,4000,172.56,35
36,Completed,0.34621,2,Debt Consolidation,Employed,True,"$50,000-74,999",4488.333333,4000,171.98,28
60,Irrecoverable,0.29371,4,Debt Consolidation,Employed,False,"$25,000-49,999",3416.666667,11000,335.82,110
36,Completed,0.16147,9,Home Improvement,Employed,True,"$75,000-99,999",8000.0,2000,68.35,50
36,Irrecoverable,0.30532,6,Other,Employed,False,"$25,000-49,999",2333.333333,7500,306.15,138
36,Irrecoverable,0.35356,2,Debt Consolidation,Employed,False,"$25,000-49,999",2308.333333,4000,172.76,43
36,Completed,0.29588,7,Home Improvement,Full-time,True,"$75,000-99,999",7083.333333,7500,307.2,291
36,Completed,0.07539,10,Other,Full-time,True,"$50,000-74,999",5208.333333,3300,102.2,117
36,Completed,0.35797,1,Debt Consolidation,Employed,True,"$50,000-74,999",5333.333333,4000,173.71,68
36,Completed,0.28574,7,Debt Consolidation,Part-time,False,"$1-24,999",1750.0,2500,101.06,68
36,Completed,0.30532,6,Debt Consolidation,Employed,True,"$25,000-49,999",4125.0,5000,204.1,94
36,Completed,0.0799,10,Home Improvement,Employed,True,"$50,000-74,999",5083.333333,5000,155.88,104
36,Completed,0.20695,5,Debt Consolidation,Full-time,True,"$25,000-49,999",3666.666667,1500,54.4,3
60,Irrecoverable,0.27462,7,Other,Employed,False,"$25,000-49,999",2100.0,2000,58.57,20
36,Irrecoverable,0.2837,5,Business,Employed,True,"$50,000-74,999",6000.0,7000,276.54,155
36,Completed,0.08591,10,Debt Consolidation,Employed,True,"$75,000-99,999",7208.333333,10000,314.52,279
36,Irrecoverable,0.35643,3,Debt Consolidation,Other,True,"$1-24,999",291.666667,4000,174.2,51
60,Completed,0.23481,8,Auto & Other Vehicles,Employed,False,"$50,000-74,999",4583.333333,8500,234.71,96
36,Completed,0.35909,6,Debt Consolidation,Full-time,False,"$1-24,999",1833.333333,5000,218.47,140
36,Irrecoverable,0.34621,4,Debt Consolidation,Full-time,False,"$25,000-49,999",2871.083333,2000,85.99,45
36,Completed,0.08829,10,Auto & Other Vehicles,Employed,False,"$75,000-99,999",7166.666667,16500,513.18,317
60,Completed,0.25133,6,Debt Consolidation,Employed,False,"$25,000-49,999",3500.0,10000,279.73,160
36,Completed,0.2951,6,Debt Consolidation,Full-time,False,"$50,000-74,999",4181.666667,10000,402.85,172
36,Completed,0.30532,7,Other,Self-employed,False,"$25,000-49,999",2685.416667,6000,244.92,151
36,Irrecoverable,0.35797,3,Other,Employed,True,"$50,000-74,999",5250.0,2000,86.85,38
36,Irrecoverable,0.20564,8,Debt Consolidation,Employed,False,"$25,000-49,999",2416.666667,4000,143.89,65
36,Completed,0.22742,5,Debt Consolidation,Employed,True,"$50,000-74,999",5416.666667,8500,311.66,147
36,Completed,0.33973,1,Medical/Dental,Employed,False,"$25,000-49,999",3500.0,4000,169.78,8
36,Irrecoverable,0.35643,5,Other,Employed,False,"$50,000-74,999",4166.666667,6000,261.29,93
36,Completed,0.25486,4,Other,Self-employed,False,"$100,000+",16666.666667,6540,249.93,36
36,Completed,0.27285,6,Debt Consolidation,Employed,False,"$50,000-74,999",4250.0,12000,467.4,129
36,Completed,0.1202,10,Debt Consolidation,Employed,False,"$100,000+",9641.666667,16000,510.58,295
36,Completed,0.11448,9,Debt Consolidation,Full-time,True,"$75,000-99,999",7583.333333,14500,463.46,435
36,Irrecoverable,0.34621,6,Business,Full-time,False,"$75,000-99,999",7500.0,7500,322.47,10
36,Irrecoverable,0.2951,5,Debt Consolidation,Employed,True,"$25,000-49,999",3166.666667,5000,201.43,63
36,Completed,0.18751,7,Debt Consolidation,Employed,True,"$50,000-74,999",6000.0,12000,425.21,54
36,Completed,0.12461,9,Auto & Other Vehicles,Full-time,False,"$50,000-74,999",4583.333333,5750,186.48,251
36,Completed,0.20077,9,Other,Full-time,False,"$25,000-49,999",2333.333333,1200,42.78,71
36,Completed,0.33051,6,Debt Consolidation,Employed,True,"$50,000-74,999",5833.333333,4000,167.82,50
36,Completed,0.06437,10,Other,Full-time,False,"$75,000-99,999",6583.333333,4000,121.87,140
36,Irrecoverable,0.31053,5,Other,Full-time,False,"$25,000-49,999",3333.333333,10000,410.94,290
36,Completed,0.2951,7,Other,Employed,False,"$50,000-74,999",4583.333333,7500,302.14,161
36,Completed,0.11296,8,Debt Consolidation,Full-time,True,"$100,000+",10812.25,7400,236.01,220
36,Completed,0.28726,6,Business,Full-time,True,"$50,000-74,999",5041.666667,3000,121.51,135
36,Completed,0.19693,10,Debt Consolidation,Full-time,False,"$1-24,999",1225.0,1000,35.16,56
36,Irrecoverable,0.23354,6,Other,Full-time,True,"$25,000-49,999",2083.333333,1500,56.4,151
36,Completed,0.28574,7,Debt Consolidation,Retired,False,"$25,000-49,999",3562.5,2500,101.06,73
60,Irrecoverable,0.27462,7,Debt Consolidation,Employed,False,"$25,000-49,999",2265.416667,6000,175.72,21
60,Completed,0.18965,8,Debt Consolidation,Employed,True,"$75,000-99,999",8250.0,10000,246.38,46
36,Completed,0.35643,5,Debt Consolidation,Full-time,True,"$50,000-74,999",4583.333333,7500,326.62,88
60,Irrecoverable,0.30697,7,Other,Employed,False,"$1-24,999",1166.666667,4000,124.64,27
36,Completed,0.29254,4,Home Improvement,Full-time,False,"$50,000-74,999",4166.666667,4000,160.61,19
36,Irrecoverable,0.35797,4,Home Improvement,Employed,True,"$25,000-49,999",3166.666667,4000,173.71,1
60,Completed,0.27554,7,Household Expenses,Employed,True,"$75,000-99,999",7416.666667,2500,73.35,3
36,Completed,0.12691,8,Debt Consolidation,Employed,True,"$100,000+",10750.0,20000,644.41,1
36,Irrecoverable,0.26752,7,Other,Full-time,False,"$50,000-74,999",4208.333333,1000,38.66,17
36,Completed,0.11347,8,Business,Full-time,True,"$100,000+",12500.0,4999,163.66,167
36,Completed,0.25486,3,Debt Consolidation,Full-time,True,"$75,000-99,999",7458.333333,15000,573.24,70
36,Irrecoverable,0.39153,5,Other,Self-employed,False,$0,0.0,1000,45.24,18
12,Completed,0.22454,6,Debt Consolidation,Employed,False,"$25,000-49,999",2916.666667,12000,1081.29,79
36,Completed,0.12528,8,Debt Consolidation,Employed,True,"$100,000+",15833.333333,2000,64.29,10
36,Completed,0.24414,6,Debt Consolidation,Full-time,True,"$25,000-49,999",3000.0,5000,188.38,154
60,Completed,0.29998,2,Other,Employed,False,"$25,000-49,999",3500.0,15000,461.26,256
60,Irrecoverable,0.23318,8,Debt Consolidation,Employed,False,"$50,000-74,999",4583.333333,4000,107.88,40
60,Completed,0.1176,10,Debt Consolidation,Employed,True,"$100,000+",12500.0,25000,550.32,421
36,Completed,0.124,10,Home Improvement,Employed,True,"$100,000+",25000.0,16000,518.46,145
36,Completed,0.07439,10,Other,Full-time,True,"$50,000-74,999",6166.666667,5000,154.61,173
60,Completed,0.17184,8,Debt Consolidation,Employed,False,"$50,000-74,999",4166.666667,5000,118.58,61
36,Irrecoverable,0.35132,5,Debt Consolidation,Self-employed,False,"$75,000-99,999",6666.666667,7500,324.54,59
36,Completed,0.40679,5,Other,Employed,True,"$50,000-74,999",5228.666667,1000,44.87,26
60,Completed,0.35838,1,Debt Consolidation,Full-time,False,"$25,000-49,999",2500.0,4000,136.98,73
12,Completed,0.31786,1,Home Improvement,Employed,True,"$50,000-74,999",5000.0,2000,188.96,27
36,Completed,0.39821,1,Debt Consolidation,Full-time,True,"$25,000-49,999",3000.0,1300,58.81,28
36,Completed,0.34621,1,Debt Consolidation,Retired,False,"$25,000-49,999",2833.333333,7500,322.47,106
36,Completed,0.10578,9,Debt Consolidation,Full-time,True,"$25,000-49,999",3042.0,4000,126.25,59
36,Completed,0.08331,10,Debt Consolidation,Full-time,True,"$75,000-99,999",6966.666667,11000,344.65,155
60,Completed,0.27462,7,Other,Employed,True,"$50,000-74,999",4458.333333,10000,292.87,24
60,Completed,0.14453,9,Other,Employed,False,"$75,000-99,999",7916.666667,8500,189.89,154
36,Completed,0.1709,4,Debt Consolidation,Employed,True,"$1-24,999",1866.666667,4000,135.72,1
36,Completed,0.38058,6,Other,Employed,False,"$50,000-74,999",4500.0,7500,336.52,190
36,Completed,0.35797,5,Debt Consolidation,Employed,True,"$50,000-74,999",6000.0,4000,173.71,2
36,Completed,0.34045,1,Debt Consolidation,Employed,True,"$25,000-49,999",2500.0,4000,169.94,56
60,Completed,0.21156,6,Debt Consolidation,Employed,True,"$100,000+",15833.333333,25000,644.94,54
36,Completed,0.22272,9,Business,Full-time,True,"$25,000-49,999",3750.0,1315,48.49,74
36,Completed,0.2951,5,Other,Other,False,"$1-24,999",1168.0,2000,80.57,50
36,Completed,0.16653,8,Other,Employed,False,"$25,000-49,999",2435.833333,2000,68.83,33
36,Completed,0.35797,4,Household Expenses,Employed,False,"$25,000-49,999",3807.166667,4000,173.71,49
36,Completed,0.2951,8,Debt Consolidation,Employed,False,"$50,000-74,999",4316.666667,8500,342.42,138
36,Completed,0.28777,7,Debt Consolidation,Full-time,False,"$50,000-74,999",4833.333333,4000,162.12,169
60,Completed,0.1933,8,Debt Consolidation,Employed,True,"$50,000-74,999",5416.666667,15000,380.09,450
36,Completed,0.14358,8,Other,Employed,False,"$50,000-74,999",5416.666667,4500,148.48,100
36,Completed,0.17754,6,Debt Consolidation,Employed,False,"$50,000-74,999",5666.666667,5000,171.23,48
36,Completed,0.21434,4,Debt Consolidation,Employed,True,"$100,000+",13083.333333,19500,702.43,328
36,Completed,0.11766,8,Auto & Other Vehicles,Employed,True,"$25,000-49,999",3416.666667,6000,190.77,116
36,Completed,0.29265,7,Other,Full-time,True,"$25,000-49,999",2916.666667,6000,240.95,126
36,Completed,0.12461,8,Debt Consolidation,Full-time,True,"$100,000+",9666.666667,10000,324.32,402
36,Irrecoverable,0.38723,1,Business,Self-employed,True,"$50,000-74,999",4166.75,2500,113.09,42
36,Completed,0.2951,7,Other,Employed,True,"$50,000-74,999",4333.333333,10000,402.85,7
36,Completed,0.14921,10,Debt Consolidation,Full-time,True,"$50,000-74,999",4791.666667,1000,32.9,27
36,Completed,0.29588,8,Debt Consolidation,Full-time,False,"$75,000-99,999",6250.0,7000,224.23,206
60,Irrecoverable,0.17809,8,Business,Employed,True,"$25,000-49,999",4000.0,15000,367.97,174
36,Completed,0.30532,7,Debt Consolidation,Employed,False,"$25,000-49,999",3892.75,6000,244.92,136
36,Completed,0.33393,10,Other,Full-time,False,"$100,000+",8926.75,2000,86.0,49
36,Completed,0.17069,8,Debt Consolidation,Employed,False,"$75,000-99,999",8166.666667,9800,339.24,193
36,Completed,0.35356,7,Medical/Dental,Employed,True,"$75,000-99,999",7033.333333,4000,172.76,36
36,Completed,0.10058,9,Debt Consolidation,Employed,False,"$25,000-49,999",3583.333333,2200,0.0,189
36,Completed,0.30532,6,Home Improvement,Self-employed,False,"$75,000-99,999",7061.25,10000,408.2,16
36,Completed,0.19921,8,Debt Consolidation,Employed,True,"$75,000-99,999",8166.666667,8500,299.93,157
36,Completed,0.12511,9,Debt Consolidation,Full-time,True,"$25,000-49,999",3750.0,5000,162.28,174
36,Completed,0.08591,10,Debt Consolidation,Employed,True,"$100,000+",9583.333333,6000,188.71,122
12,Irrecoverable,0.33084,7,Debt Consolidation,Employed,True,"$50,000-74,999",5560.0,3000,283.66,39
36,Irrecoverable,0.17359,9,Other,Employed,True,"$25,000-49,999",3833.333333,3000,103.25,76
36,Irrecoverable,0.16005,8,Business,Full-time,True,"$100,000+",10000.0,4500,153.47,202
60,Irrecoverable,0.25718,7,Other,Employed,True,"$75,000-99,999",6941.666667,15000,424.5,145
36,Completed,0.17069,8,Debt Consolidation,Employed,True,"$100,000+",10000.0,10000,346.16,255
36,Completed,0.35643,5,Business,Employed,True,"$75,000-99,999",7083.333333,2000,87.1,32
60,Completed,0.20358,8,Debt Consolidation,Employed,False,"$25,000-49,999",3500.0,8500,217.93,71
36,Irrecoverable,0.35797,4,Home Improvement,Employed,True,"$50,000-74,999",5000.0,4000,173.71,99
36,Completed,0.2533,4,Debt Consolidation,Employed,False,"$25,000-49,999",3083.333333,9000,341.62,1
36,Irrecoverable,0.35643,4,Debt Consolidation,Employed,False,"$25,000-49,999",2083.333333,7500,326.62,52
36,Completed,0.13109,8,Other,Employed,True,"$75,000-99,999",6541.666667,12472,408.26,290
12,Completed,0.20977,5,Other,Employed,False,"$25,000-49,999",2916.666667,2200,178.33,25
60,Completed,0.24682,8,Business,Employed,False,"$75,000-99,999",6250.0,10000,277.21,16
36,Completed,0.18183,8,Business,Full-time,True,"$50,000-74,999",5000.0,3000,105.47,60
36,Completed,0.10436,9,Debt Consolidation,Full-time,False,"$50,000-74,999",5166.666667,5340,168.2,395
60,Irrecoverable,0.35838,3,Medical/Dental,Employed,True,"$25,000-49,999",2441.666667,4000,136.98,58
36,Irrecoverable,0.202,8,Debt Consolidation,Employed,False,"$50,000-74,999",4166.666667,15000,542.21,266
60,Completed,0.2893,4,Debt Consolidation,Employed,False,"$25,000-49,999",2916.666667,9000,271.17,12
36,Completed,0.23393,7,Debt Consolidation,Employed,True,"$50,000-74,999",5000.0,7000,260.15,253
36,Irrecoverable,0.33097,8,Home Improvement,Employed,True,"$100,000+",10666.666667,7500,316.34,190
36,Completed,0.2353,2,Other,Self-employed,False,"$25,000-49,999",3333.333333,8500,314.98,1
36,Completed,0.2951,6,Auto & Other Vehicles,Employed,True,"$75,000-99,999",8083.333333,4500,181.28,92
36,Completed,0.37453,6,Auto & Other Vehicles,Full-time,False,"$25,000-49,999",2916.666667,4000,180.94,17
36,Irrecoverable,0.35797,2,Business,Self-employed,True,"$25,000-49,999",3333.333333,4000,173.71,54
60,Completed,0.17849,8,Business,Employed,True,"$25,000-49,999",3333.333333,25000,601.46,173
36,Completed,0.28574,7,Auto & Other Vehicles,Full-time,False,"$50,000-74,999",5000.0,3000,0.0,48
